"X","Unnamed..0","accepted","author","kingdom","Family","name","rank","powo_Snippet","Source","fqId","Accepted_Name","Accepted_ID","Accepted_Rank","Accepted_Species","Accepted_Species_ID"
1001,1002,"True","Kunth","Plantae","Berberidaceae","Berberis quinduensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:107024-1)","urn:lsid:ipni.org:names:107024-1","Berberis quinduensis","107024-1","Species","Berberis quinduensis","107024-1"
1002,1003,"True","(Kunth) Sandwith","Plantae","Bignoniaceae","Stizophyllum riparium","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:246385-2)","urn:lsid:ipni.org:names:246385-2","Stizophyllum riparium","246385-2","Species","Stizophyllum riparium","246385-2"
1003,1004,"True","Bonpl.","Plantae","Brunelliaceae","Brunellia comocladiifolia","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:813633-1)","urn:lsid:ipni.org:names:813633-1","Brunellia comocladiifolia","813633-1","Species","Brunellia comocladiifolia","813633-1"
1004,1005,"True","Kunth","Plantae","Campanulaceae","Lobelia tenera","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:143931-1)","urn:lsid:ipni.org:names:143931-1","Lobelia tenera","143931-1","Species","Lobelia tenera","143931-1"
1005,1006,"True","(L.f.) G.Don","Plantae","Campanulaceae","Siphocampylus columnae","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:145124-1)","urn:lsid:ipni.org:names:145124-1","Siphocampylus columnae","145124-1","Species","Siphocampylus columnae","145124-1"
1006,1007,"True","(Willd. ex Schult.) Vatke","Plantae","Campanulaceae","Siphocampylus retrorsus","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:145335-1)","urn:lsid:ipni.org:names:145335-1","Siphocampylus retrorsus","145335-1","Species","Siphocampylus retrorsus","145335-1"
1007,1008,"True","Occhioni","Plantae","Chloranthaceae","Hedyosmum crenatum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:118320-2)","urn:lsid:ipni.org:names:118320-2","Hedyosmum crenatum","118320-2","Species","Hedyosmum crenatum","118320-2"
1008,1009,"True","Engl.","Plantae","Clusiaceae","Clusia columnaris","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:61412-2)","urn:lsid:ipni.org:names:61412-2","Clusia columnaris","61412-2","Species","Clusia columnaris","61412-2"
1009,1010,"True","Planch. & Linden","Plantae","Clusiaceae","Clusia eugenioides","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:427503-1)","urn:lsid:ipni.org:names:427503-1","Clusia eugenioides","427503-1","Species","Clusia eugenioides","427503-1"
1010,1011,"True","Cuatrec.","Plantae","Clusiaceae","Clusia inesiana","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:61480-2)","urn:lsid:ipni.org:names:61480-2","Clusia inesiana","61480-2","Species","Clusia inesiana","61480-2"
1011,1012,"True","(Vell.) House","Plantae","Convolvulaceae","Ipomoea philomega","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:129579-2)","urn:lsid:ipni.org:names:129579-2","Ipomoea philomega","129579-2","Species","Ipomoea philomega","129579-2"
1012,1013,"True","(Kunth) Lindl.","Plantae","Crassulaceae","Echeveria quitensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:274010-1)","urn:lsid:ipni.org:names:274010-1","Echeveria quitensis","274010-1","Species","Echeveria quitensis","274010-1"
1013,1014,"True","Kunth","Plantae","Cunoniaceae","Weinmannia pubescens","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:268284-2)","urn:lsid:ipni.org:names:268284-2","Weinmannia pubescens","268284-2","Species","Weinmannia pubescens","268284-2"
1014,1015,"True","(H.Karst.) D.S.Conant","Plantae","Cyatheaceae","Alsophila erinacea","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:9971-2)","urn:lsid:ipni.org:names:9971-2","Alsophila erinacea","9971-2","Species","Alsophila erinacea","9971-2"
1015,1016,"True","(Riba) Lellinger","Plantae","Cyatheaceae","Cyathea tryonorum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:275500-2)","urn:lsid:ipni.org:names:275500-2","Cyathea tryonorum","275500-2","Species","Cyathea tryonorum","275500-2"
1016,1017,"True","(H.Karst.) R.M.Tryon","Plantae","Cyatheaceae","Sphaeropteris quindiuensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:241965-2)","urn:lsid:ipni.org:names:241965-2","Sphaeropteris quindiuensis","241965-2","Species","Sphaeropteris quindiuensis","241965-2"
1017,1018,"True","Fielding & Gardner","Plantae","Ericaceae","Bejaria mathewsii","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:327003-1)","urn:lsid:ipni.org:names:327003-1","Bejaria mathewsii","327003-1","Species","Bejaria mathewsii","327003-1"
1018,1019,"True","Kunth","Plantae","Euphorbiaceae","Croton conduplicatus","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:342329-1)","urn:lsid:ipni.org:names:342329-1","Croton conduplicatus","342329-1","Species","Croton conduplicatus","342329-1"
1019,1020,"True","Kunth","Plantae","Fabaceae","Crotalaria nitens","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:488559-1)","urn:lsid:ipni.org:names:488559-1","Crotalaria nitens","488559-1","Species","Crotalaria nitens","488559-1"
1020,1021,"True","(L.f.) Schinz & Thell.","Plantae","Fabaceae","Dalea coerulea","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:76086-2)","urn:lsid:ipni.org:names:76086-2","Dalea coerulea","76086-2","Species","Dalea coerulea","76086-2"
1021,1022,"True","(Kunth) DC.","Plantae","Fabaceae","Desmodium molliculum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:1124646-2)","urn:lsid:ipni.org:names:1124646-2","Desmodium molliculum","1124646-2","Species","Desmodium molliculum","1124646-2"
1022,1023,"True","DC.","Plantae","Fabaceae","Erythrina senegalensis","Species"," <b>Use</b>: Planted as a hedge; many traditional <em>medicinal</em> uses.","POWO pages(/taxon/urn:lsid:ipni.org:names:494578-1)","urn:lsid:ipni.org:names:494578-1","Erythrina senegalensis","494578-1","Species","Erythrina senegalensis","494578-1"
1023,1024,"True","C.P.Sm.","Plantae","Fabaceae","Lupinus carrikeri","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:144957-2)","urn:lsid:ipni.org:names:144957-2","Lupinus carrikeri","144957-2","Species","Lupinus carrikeri","144957-2"
1024,1025,"True","A.Chev.","Plantae","Fabaceae","Parkia bicolor","Species"," <b>Use</b>: Timber, <em>medicinal</em>, shade tree.","POWO pages(/taxon/urn:lsid:ipni.org:names:512183-1)","urn:lsid:ipni.org:names:512183-1","Parkia bicolor","512183-1","Species","Parkia bicolor","512183-1"
1025,1026,"True","Kunth","Plantae","Gentianaceae","Gentiana sedifolia","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:317620-2)","urn:lsid:ipni.org:names:317620-2","Gentiana sedifolia","317620-2","Species","Gentiana sedifolia","317620-2"
1026,1027,"True","Kunth","Plantae","Gesneriaceae","Besleria solanoides","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:378279-1)","urn:lsid:ipni.org:names:378279-1","Besleria solanoides","378279-1","Species","Besleria solanoides","378279-1"
1027,1028,"True","(Benth.) Kuntze","Plantae","Gesneriaceae","Columnea dimidiata","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:63559-2)","urn:lsid:ipni.org:names:63559-2","Columnea dimidiata","63559-2","Species","Columnea dimidiata","63559-2"
1028,1029,"True","Hanst.","Plantae","Gesneriaceae","Columnea purpurata","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:378968-1)","urn:lsid:ipni.org:names:378968-1","Columnea purpurata","378968-1","Species","Columnea purpurata","378968-1"
1029,1030,"True","(Donn.Sm.) Wiehler","Plantae","Gesneriaceae","Gasteranthus pansamalanus","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:107533-2)","urn:lsid:ipni.org:names:107533-2","Gasteranthus pansamalanus","107533-2","Species","Gasteranthus pansamalanus","107533-2"
1030,1031,"True","(L.E.Skog) L.P.Kvist & L.E.Skog","Plantae","Gesneriaceae","Reldia minutiflora","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:284180-2)","urn:lsid:ipni.org:names:284180-2","Reldia minutiflora","284180-2","Species","Reldia minutiflora","284180-2"
1031,1032,"True","(Hedw.) C.V.Morton","Plantae","Hymenophyllaceae","Hymenophyllum fragile","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:125766-2)","urn:lsid:ipni.org:names:125766-2","Hymenophyllum fragile","125766-2","Species","Hymenophyllum fragile","125766-2"
1032,1033,"True","(Sw.) Sw.","Plantae","Hymenophyllaceae","Hymenophyllum fucoides","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:1009149-2)","urn:lsid:ipni.org:names:1009149-2","Hymenophyllum fucoides","1009149-2","Species","Hymenophyllum fucoides","1009149-2"
1033,1034,"True","Ravenna","Plantae","Iridaceae","Orthrosanthus monadelphus","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:176894-2)","urn:lsid:ipni.org:names:176894-2","Orthrosanthus monadelphus","176894-2","Species","Orthrosanthus monadelphus","176894-2"
1034,1035,"True","Moldenke","Plantae","Lamiaceae","Aegiphila panamensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:5786-2)","urn:lsid:ipni.org:names:5786-2","Aegiphila panamensis","5786-2","Species","Aegiphila panamensis","5786-2"
1035,1036,"True","(Epling) Harley & J.F.B.Pastore","Plantae","Lamiaceae","Cantinoa colombiana","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:77120750-1)","urn:lsid:ipni.org:names:77120750-1","Cantinoa colombiana","77120750-1","Species","Cantinoa colombiana","77120750-1"
1036,1037,"True","(Rich.) Harley & J.F.B.Pastore","Plantae","Lamiaceae","Cantinoa mutabilis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:77120760-1)","urn:lsid:ipni.org:names:77120760-1","Cantinoa mutabilis","77120760-1","Species","Cantinoa mutabilis","77120760-1"
1037,1038,"True","Briq.","Plantae","Lamiaceae","Hyptis brachiata","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:126717-2)","urn:lsid:ipni.org:names:126717-2","Hyptis brachiata","126717-2","Species","Hyptis brachiata","126717-2"
1038,1039,"True","C.Presl ex Benth.","Plantae","Lamiaceae","Hyptis obtusiflora","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:127032-2)","urn:lsid:ipni.org:names:127032-2","Hyptis obtusiflora","127032-2","Species","Hyptis obtusiflora","127032-2"
1039,1040,"True","Briq.","Plantae","Lamiaceae","Hyptis savannarum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:127129-2)","urn:lsid:ipni.org:names:127129-2","Hyptis savannarum","127129-2","Species","Hyptis savannarum","127129-2"
1040,1041,"True","Sm.","Plantae","Lamiaceae","Salvia amethystina","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:30148459-2)","urn:lsid:ipni.org:names:30148459-2","Salvia amethystina","30148459-2","Species","Salvia amethystina","30148459-2"
1041,1042,"True","Benth.","Plantae","Lamiaceae","Salvia bogotensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:455788-1)","urn:lsid:ipni.org:names:455788-1","Salvia bogotensis","455788-1","Species","Salvia bogotensis","455788-1"
1042,1043,"True","Kunth","Plantae","Lamiaceae","Salvia carnea","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:455889-1)","urn:lsid:ipni.org:names:455889-1","Salvia carnea","455889-1","Species","Salvia carnea","455889-1"
1043,1044,"True","Kunth","Plantae","Lamiaceae","Salvia scutellarioides","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:457216-1)","urn:lsid:ipni.org:names:457216-1","Salvia scutellarioides","457216-1","Species","Salvia scutellarioides","457216-1"
1044,1045,"True","Kunth","Plantae","Lamiaceae","Stachys bogotensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:459365-1)","urn:lsid:ipni.org:names:459365-1","Stachys bogotensis","459365-1","Species","Stachys bogotensis","459365-1"
1045,1046,"True","(L.f.) Spreng.","Plantae","Lythraceae","Cuphea racemosa","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:290454-2)","urn:lsid:ipni.org:names:290454-2","Cuphea racemosa","290454-2","Species","Cuphea racemosa","290454-2"
1046,1047,"True","Triana & Planch.","Plantae","Malvaceae","Pachira speciosa","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:281913-2)","urn:lsid:ipni.org:names:281913-2","Pachira speciosa","281913-2","Species","Pachira speciosa","281913-2"
1047,1048,"True","Kunth","Plantae","Malvaceae","Pavonia mutisii","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:562981-1)","urn:lsid:ipni.org:names:562981-1","Pavonia mutisii","562981-1","Species","Pavonia mutisii","562981-1"
1048,1049,"True","L.","Plantae","Malvaceae","Sida ciliaris","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:313702-2)","urn:lsid:ipni.org:names:313702-2","Sida ciliaris","313702-2","Species","Sida ciliaris","313702-2"
1049,1050,"True","Triana & Planch.","Plantae","Menispermaceae","Cissampelos grandifolia","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:580371-1)","urn:lsid:ipni.org:names:580371-1","Cissampelos grandifolia","580371-1","Species","Cissampelos grandifolia","580371-1"
1050,1051,"True","L.","Plantae","Oleaceae","Fraxinus americana","Species"," <b>Use</b>: Timber, timber products, fuelwood, ornamental, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:105770-2)","urn:lsid:ipni.org:names:105770-2","Fraxinus americana","105770-2","Species","Fraxinus americana","105770-2"
1051,1052,"True","Schltdl. & Cham.","Plantae","Orobanchaceae","Castilleja arvensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:800871-1)","urn:lsid:ipni.org:names:800871-1","Castilleja arvensis","800871-1","Species","Castilleja arvensis","800871-1"
1052,1053,"True","(Kunth) Uribe-Convers & Tank","Plantae","Orobanchaceae","Neobartsia santolinifolia","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:77160774-1)","urn:lsid:ipni.org:names:77160774-1","Neobartsia santolinifolia","77160774-1","Species","Neobartsia santolinifolia","77160774-1"
1053,1054,"True","Kunth","Plantae","Oxalidaceae","Oxalis medicaginea","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:178220-2)","urn:lsid:ipni.org:names:178220-2","Oxalis medicaginea","178220-2","Species","Oxalis medicaginea","178220-2"
1054,1055,"True","Triana & Planch.","Plantae","Passifloraceae","Turnera melochia","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:836629-1)","urn:lsid:ipni.org:names:836629-1","Turnera melochia","836629-1","Species","Turnera melochia","836629-1"
1055,1056,"True","L.","Plantae","Pinaceae","Pinus pinea","Species"," <b>Use</b>: Food (pine nuts), ornamental, <em>medicinal</em>, resin.","POWO pages(/taxon/urn:lsid:ipni.org:names:263221-1)","urn:lsid:ipni.org:names:263221-1","Pinus pinea","263221-1","Species","Pinus pinea","263221-1"
1056,1057,"True","Sodiro","Plantae","Piperaceae","Peperomia ilaloensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:678842-1)","urn:lsid:ipni.org:names:678842-1","Peperomia ilaloensis","678842-1","Species","Peperomia ilaloensis","678842-1"
1057,1058,"True","Ruiz & Pav.","Plantae","Piperaceae","Peperomia inaequalifolia","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:678848-1)","urn:lsid:ipni.org:names:678848-1","Peperomia inaequalifolia","678848-1","Species","Peperomia inaequalifolia","678848-1"
1058,1059,"True","Kunth","Plantae","Piperaceae","Peperomia rotundata","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:679705-1)","urn:lsid:ipni.org:names:679705-1","Peperomia rotundata","679705-1","Species","Peperomia rotundata","679705-1"
1059,1060,"True","Kunth","Plantae","Plantaginaceae","Plantago linearis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:685346-1)","urn:lsid:ipni.org:names:685346-1","Plantago linearis","685346-1","Species","Plantago linearis","685346-1"
1060,1061,"True","(L.f.) DC.","Plantae","Polygalaceae","Monnina aestuans","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:690457-1)","urn:lsid:ipni.org:names:690457-1","Monnina aestuans","690457-1","Species","Monnina aestuans","690457-1"
1061,1062,"True","(Sw.) J.Sm.","Plantae","Polypodiaceae","Cyclopeltis semicordata","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:1148359-2)","urn:lsid:ipni.org:names:1148359-2","Cyclopeltis semicordata","1148359-2","Species","Cyclopeltis semicordata","1148359-2"
