,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Sources
1325,100260-1,Pachycarpus spurius,Pachycarpus spurius,100260-1,Species,,:MPNS (Pachycarpus spurius)
1326,100266-1,Pachycarpus vexillaris,Pachycarpus vexillaris,100266-1,Species,,:MPNS (Pachycarpus vexillaris)
1327,80697-1,Pachypodium densiflorum,Pachypodium densiflorum,80697-1,Species,,:MPNS (Pachypodium densiflorum)
1328,80706-1,Pachypodium lealii,Pachypodium lealii,80706-1,Species,,:MPNS (Pachypodium lealii)
1329,80709-1,Pachypodium namaquanum,Pachypodium namaquanum,80709-1,Species,,:MPNS (Pachypodium namaquanum)
1330,80712-1,Pachypodium rosulatum,Pachypodium rosulatum,80712-1,Species,,:MPNS (Pachypodium rosulatum)
1331,80713-1,Pachypodium rutenbergianum,Pachypodium rutenbergianum,80713-1,Species,,:MPNS (Pachypodium rutenbergianum)
1332,80714-1,Pachypodium saundersii,Pachypodium saundersii,80714-1,Species,,:MPNS (Pachypodium saundersii)
1333,80716-1,Pachypodium succulentum,Pachypodium succulentum,80716-1,Species,,:MPNS (Pachypodium succulentum)
1334,890452-1,Paederia bojeriana subsp. foetens,Paederia bojeriana,758879-1,Subspecies,,:MPNS (Paederia bojeriana subsp. foetens)
1335,962722-1,Paederia brasiliensis,Paederia brasiliensis,962722-1,Species,,:MPNS (Paederia brasiliensis)
1336,758897-1,Paederia foetida,Paederia foetida,758897-1,Species,,:MPNS (Paederia foetida)
1337,758907-1,Paederia lanuginosa,Paederia lanuginosa,758907-1,Species,,:MPNS (Paederia lanuginosa)
1338,959304-1,Paederia majungensis,Paederia majungensis,959304-1,Species,,:MPNS (Paederia majungensis)
1339,758949-1,Paederia yunnanensis,Paederia yunnanensis,758949-1,Species,,:MPNS (Paederia yunnanensis)
1340,546862-1,Pagamea coriacea,Pagamea coriacea,546862-1,Species,,:MPNS (Pagamea coriacea)
1341,546865-1,Pagamea macrophylla,Pagamea macrophylla,546865-1,Species,,:MPNS (Pagamea macrophylla)
1342,60473597-2,Palicourea alba,Palicourea alba,60473597-2,Species,,:MPNS (Palicourea alba)
1343,77161948-1,Palicourea blepharophora,Palicourea blepharophora,77161948-1,Species,,:MPNS (Palicourea blepharophora)
1344,77115595-1,Palicourea brachiata,Palicourea brachiata,77115595-1,Species,,:MPNS (Palicourea brachiata)
1345,60473604-2,Palicourea bracteocardia,Palicourea bracteocardia,60473604-2,Species,,:MPNS (Palicourea bracteocardia)
1346,759049-1,Palicourea caerulea,Palicourea caerulea,759049-1,Species,,:MPNS (Palicourea caerulea)
1347,77161054-1,Palicourea colorata,Palicourea colorata,77161054-1,Species,,:MPNS (Palicourea colorata)
1348,759061-1,Palicourea crocea,Palicourea crocea,759061-1,Species,,:MPNS (Palicourea crocea)
1349,77148083-1,Palicourea cuspidata,Palicourea cuspidata,77148083-1,Species,,:MPNS (Palicourea cuspidata)
1350,77115599-1,Palicourea deflexa,Palicourea deflexa,77115599-1,Species,,:MPNS (Palicourea deflexa)
1351,77161866-1,Palicourea egensis,Palicourea egensis,77161866-1,Species,,:MPNS (Palicourea egensis)
1352,77115600-1,Palicourea elata,Palicourea elata,77115600-1,Species,,:MPNS (Palicourea elata)
1353,77115607-1,Palicourea glomerulata,Palicourea glomerulata,77115607-1,Species,,:MPNS (Palicourea glomerulata)
1354,181012-2,Palicourea grandiflora,Palicourea grandiflora,181012-2,Species,,:MPNS (Palicourea grandiflora)
1355,77115613-1,Palicourea hoffmannseggiana,Palicourea hoffmannseggiana,77115613-1,Species,,:MPNS (Palicourea hoffmannseggiana)
1356,77161073-1,Palicourea humboldtiana,Palicourea humboldtiana,77161073-1,Species,,:MPNS (Palicourea humboldtiana)
1357,313574-2,Palicourea luteonivea,Palicourea luteonivea,313574-2,Species,,:MPNS (Palicourea luteonivea)
1358,759203-1,Palicourea macrobotrys,Palicourea macrobotrys,759203-1,Species,,:MPNS (Palicourea macrobotrys)
1359,759213-1,Palicourea marcgravii,Palicourea marcgravii,759213-1,Species,,:MPNS (Palicourea marcgravii)
1360,759242-1,Palicourea obovata,Palicourea obovata,759242-1,Species,,:MPNS (Palicourea obovata)
1361,281971-2,Palicourea padifolia,Palicourea padifolia,281971-2,Species,,:MPNS (Palicourea padifolia)
1362,77161909-1,Palicourea prunifolia,Palicourea prunifolia,77161909-1,Species,,:MPNS (Palicourea prunifolia)
1363,77115627-1,Palicourea racemosa,Palicourea racemosa,77115627-1,Species,,:MPNS (Palicourea racemosa)
1364,77160493-1,Palicourea stenostachya,Palicourea stenostachya,77160493-1,Species,,:MPNS (Palicourea stenostachya)
1365,313576-2,Palicourea subalatoides,Palicourea subalatoides,313576-2,Species,,:MPNS (Palicourea subalatoides)
1366,77161098-1,Palicourea tenerior,Palicourea tenerior,77161098-1,Species,,:MPNS (Palicourea tenerior)
1367,759372-1,Palicourea violacea,Palicourea violacea,759372-1,Species,,:MPNS (Palicourea violacea)
1368,77149703-1,Palicourea woronovii,Palicourea woronovii,77149703-1,Species,,:MPNS (Palicourea woronovii)
1369,80797-1,Papuechites aambe,Papuechites aambe,80797-1,Species,,:MPNS (Papuechites aambe)
1370,915336-1,Paragenipa lancifolia,Paragenipa lancifolia,915336-1,Species,,:MPNS (Paragenipa lancifolia)
1371,182946-2,Parahancornia fasciculata,Parahancornia fasciculata,182946-2,Species,,:MPNS (Parahancornia fasciculata)
1372,80868-1,Parsonsia alboflavescens,Parsonsia alboflavescens,80868-1,Species,,:MPNS (Parsonsia alboflavescens)
1373,759441-1,Pauridiantha callicarpoides,Pauridiantha callicarpoides,759441-1,Species,,:MPNS (Pauridiantha callicarpoides)
1374,759444-1,Pauridiantha canthiiflora,Pauridiantha canthiiflora,759444-1,Species,,:MPNS (Pauridiantha canthiiflora)
1375,77116023-1,Pauridiantha cauliflora,Pauridiantha cauliflora,77116023-1,Species,,:MPNS (Pauridiantha cauliflora)
1376,759447-1,Pauridiantha dewevrei,Pauridiantha dewevrei,759447-1,Species,,:MPNS (Pauridiantha dewevrei)
1377,759451-1,Pauridiantha hirtella,Pauridiantha hirtella,759451-1,Species,,:MPNS (Pauridiantha hirtella)
1378,759461-1,Pauridiantha paucinervis,Pauridiantha paucinervis,759461-1,Species,,:MPNS (Pauridiantha paucinervis)
1379,759463-1,Pauridiantha pyramidata,Pauridiantha pyramidata,759463-1,Species,,:MPNS (Pauridiantha pyramidata)
1380,759472-1,Pauridiantha viridiflora,Pauridiantha viridiflora,759472-1,Species,,:MPNS (Pauridiantha viridiflora)
1381,759491-1,Pavetta abyssinica,Pavetta abyssinica,759491-1,Species,,:MPNS (Pavetta abyssinica)
1382,759543-1,Pavetta barbertonensis,Pavetta barbertonensis,759543-1,Species,,:MPNS (Pavetta barbertonensis)
1383,759556-1,Pavetta blanda,Pavetta blanda,759556-1,Species,,:MPNS (Pavetta blanda)
1384,759571-1,Pavetta breviflora,Pavetta breviflora,759571-1,Species,,:MPNS (Pavetta breviflora)
1385,759588-1,Pavetta calothyrsa,Pavetta calothyrsa,759588-1,Species,,:MPNS (Pavetta calothyrsa)
1386,759595-1,Pavetta capensis,Pavetta capensis,759595-1,Species,,:MPNS (Pavetta capensis)
1387,759613-1,Pavetta cinereifolia,Pavetta cinereifolia,759613-1,Species,,:MPNS (Pavetta cinereifolia)
1388,759628-1,Pavetta cooperi,Pavetta cooperi,759628-1,Species,,:MPNS (Pavetta cooperi)
1389,759636-1,Pavetta corymbosa,Pavetta corymbosa,759636-1,Species,,:MPNS (Pavetta corymbosa)
1390,759638-1,Pavetta crassicaulis,Pavetta crassicaulis,759638-1,Species,,:MPNS (Pavetta crassicaulis)
1391,759639-1,Pavetta crassipes,Pavetta crassipes,759639-1,Species,,:MPNS (Pavetta crassipes)
1392,759655-1,Pavetta dolichosepala,Pavetta dolichosepala,759655-1,Species,,:MPNS (Pavetta dolichosepala)
1393,759695-1,Pavetta gardeniifolia,Pavetta gardeniifolia,759695-1,Species,,:MPNS (Pavetta gardeniifolia)
1394,77170778-1,Pavetta gardeniifolia var. gardeniifolia,Pavetta gardeniifolia,759695-1,Variety,,:MPNS (Pavetta gardeniifolia var. gardeniifolia)
1395,77188476-1,Pavetta gardeniifolia var. subtomentosa,Pavetta gardeniifolia,759695-1,Variety,,:MPNS (Pavetta gardeniifolia var. subtomentosa)
1396,759712-1,Pavetta gracilifolia,Pavetta gracilifolia,759712-1,Species,,:MPNS (Pavetta gracilifolia)
1397,759729-1,Pavetta harborii,Pavetta harborii,759729-1,Species,,:MPNS (Pavetta harborii)
1398,759735-1,Pavetta hispida,Pavetta hispida,759735-1,Species,,:MPNS (Pavetta hispida)
1399,759736-1,Pavetta hispidula,Pavetta hispidula,759736-1,Species,,:MPNS (Pavetta hispidula)
1400,759740-1,Pavetta hongkongensis,Pavetta hongkongensis,759740-1,Species,,:MPNS (Pavetta hongkongensis)
1401,759752-1,Pavetta indica,Pavetta indica,759752-1,Species,,:MPNS (Pavetta indica)
1402,759794-1,Pavetta lanceolata,Pavetta lanceolata,759794-1,Species,,:MPNS (Pavetta lanceolata)
1403,980091-1,Pavetta minor,Pavetta minor,980091-1,Species,,:MPNS (Pavetta minor)
1404,759880-1,Pavetta mollissima,Pavetta mollissima,759880-1,Species,,:MPNS (Pavetta mollissima)
1405,759908-1,Pavetta nova-guineensis,Pavetta nova-guineensis,759908-1,Species,,:MPNS (Pavetta nova-guineensis)
1406,759914-1,Pavetta oblongifolia,Pavetta oblongifolia,759914-1,Species,,:MPNS (Pavetta oblongifolia)
1407,759929-1,Pavetta opulina,Pavetta opulina,759929-1,Species,,:MPNS (Pavetta opulina)
1408,759933-1,Pavetta owariensis,Pavetta owariensis,759933-1,Species,,:MPNS (Pavetta owariensis)
1409,759995-1,Pavetta revoluta,Pavetta revoluta,759995-1,Species,,:MPNS (Pavetta revoluta)
1410,760027-1,Pavetta schumanniana,Pavetta schumanniana,760027-1,Species,,:MPNS (Pavetta schumanniana)
1411,760060-1,Pavetta subcana,Pavetta subcana,760060-1,Species,,:MPNS (Pavetta subcana)
1412,890503-1,Pavetta subcana var. longiflora,Pavetta subcana,760060-1,Variety,,:MPNS (Pavetta subcana var. longiflora)
1413,760061-1,Pavetta subcapitata,Pavetta subcapitata,760061-1,Species,,:MPNS (Pavetta subcapitata)
1414,760067-1,Pavetta subvelutina,Pavetta subvelutina,760067-1,Species,,:MPNS (Pavetta subvelutina)
1415,77177367-1,Pavetta ternifolia,Pavetta ternifolia,77177367-1,Species,,:MPNS (Pavetta ternifolia)
1416,760100-1,Pavetta tomentosa,Pavetta tomentosa,760100-1,Species,,:MPNS (Pavetta tomentosa)
1417,188105-2,Pentagonia gigantifolia,Pentagonia gigantifolia,188105-2,Species,,:MPNS (Pentagonia gigantifolia)
1418,760190-1,Pentagonia pinnatifida,Pentagonia pinnatifida,760190-1,Species,,:MPNS (Pentagonia pinnatifida)
1419,942487-1,Pentalinon luteum,Pentalinon luteum,942487-1,Species,,:MPNS (Pentalinon luteum)
1420,760208-1,Pentanisia angustifolia,Pentanisia angustifolia,760208-1,Species,,:MPNS (Pentanisia angustifolia)
1421,760224-1,Pentanisia ouranogyne,Pentanisia ouranogyne,760224-1,Species,,:MPNS (Pentanisia ouranogyne)
1422,760230-1,Pentanisia prunelloides,Pentanisia prunelloides,760230-1,Species,,:MPNS (Pentanisia prunelloides)
1423,77188600-1,Pentanisia prunelloides subsp. latifolia,Pentanisia prunelloides,760230-1,Subspecies,,:MPNS (Pentanisia prunelloides subsp. latifolia)
1424,77170622-1,Pentanisia prunelloides subsp. prunelloides,Pentanisia prunelloides,760230-1,Subspecies,,:MPNS (Pentanisia prunelloides subsp. prunelloides)
1425,760235-1,Pentanisia schweinfurthii,Pentanisia schweinfurthii,760235-1,Species,,:MPNS (Pentanisia schweinfurthii)
1426,100305-1,Pentasacme caudatum,Pentasacme caudatum,100305-1,Species,,:MPNS (Pentasacme caudatum)
1427,760275-1,Pentas lanceolata,Pentas lanceolata,760275-1,Species,,:MPNS (Pentas lanceolata)
1428,77188586-1,Pentas lanceolata subsp. cymosa,Pentas lanceolata,760275-1,Subspecies,,:MPNS (Pentas lanceolata subsp. cymosa)
1429,760284-1,Pentas micrantha,Pentas micrantha,760284-1,Species,,:MPNS (Pentas micrantha)
1430,760297-1,Pentas pubiflora,Pentas pubiflora,760297-1,Species,,:MPNS (Pentas pubiflora)
1431,760298-1,Pentas purpurea,Pentas purpurea,760298-1,Species,,:MPNS (Pentas purpurea)
1432,760323-1,Pentas zanzibarica,Pentas zanzibarica,760323-1,Species,,:MPNS (Pentas zanzibarica)
1433,100315-1,Pentatropis capensis,Pentatropis capensis,100315-1,Species,,:MPNS (Pentatropis capensis)
1434,913148-1,Pentatropis nivalis,Pentatropis nivalis,913148-1,Species,,:MPNS (Pentatropis nivalis)
1435,760328-1,Pentodon pentandrus,Pentodon pentandrus,760328-1,Species,,:MPNS (Pentodon pentandrus)
1436,77169599-1,Pentodon pentandrus var. pentandrus,Pentodon pentandrus,760328-1,Variety,,:MPNS (Pentodon pentandrus var. pentandrus)
1437,100332-1,Pentopetia androsaemifolia,Pentopetia androsaemifolia,100332-1,Species,,:MPNS (Pentopetia androsaemifolia)
1438,100371-1,Pergularia daemia,Pergularia daemia,100371-1,Species,,:MPNS (Pergularia daemia)
1439,77172919-1,Pergularia daemia subsp. daemia,Pergularia daemia,100371-1,Subspecies,,:MPNS (Pergularia daemia subsp. daemia)
1440,77074695-1,Pergularia daemia subsp. garipensis,Pergularia daemia,100371-1,Subspecies,,:MPNS (Pergularia daemia subsp. garipensis)
1441,100411-1,Pergularia tomentosa,Pergularia tomentosa,100411-1,Species,,:MPNS (Pergularia tomentosa)
1442,100428-1,Periploca aphylla,Periploca aphylla,100428-1,Species,,:MPNS (Periploca aphylla)
1443,77173476-1,Periploca aphylla subsp. aphylla,Periploca aphylla,100428-1,Subspecies,,:MPNS (Periploca aphylla subsp. aphylla)
1444,100435-1,Periploca calophylla,Periploca calophylla,100435-1,Species,,:MPNS (Periploca calophylla)
1445,100454-1,Periploca forrestii,Periploca forrestii,100454-1,Species,,:MPNS (Periploca forrestii)
1446,100459-1,Periploca graeca,Periploca graeca,100459-1,Species,,:MPNS (Periploca graeca)
1447,100468-1,Periploca laevigata,Periploca laevigata,100468-1,Species,,:MPNS (Periploca laevigata)
1448,100470-1,Periploca linearifolia,Periploca linearifolia,100470-1,Species,,:MPNS (Periploca linearifolia)
1449,100502-1,Periploca sepium,Periploca sepium,100502-1,Species,,:MPNS (Periploca sepium)
1450,984455-1,Pervillaea venenata,Pervillaea venenata,984455-1,Species,,:MPNS (Pervillaea venenata)
1451,81104-1,Petchia ceylanica,Petchia ceylanica,81104-1,Species,,:MPNS (Petchia ceylanica)
1452,997251-1,Petchia cryptophlebia,Petchia cryptophlebia,997251-1,Species,,:MPNS (Petchia cryptophlebia)
1453,997254-1,Petchia madagascariensis,Petchia madagascariensis,997254-1,Species,,:MPNS (Petchia madagascariensis)
1454,100573-1,Philibertia gilliesii,Philibertia gilliesii,100573-1,Species,,:MPNS (Philibertia gilliesii)
1455,77176777-1,Phyllopentas schimperi,Phyllopentas schimperi,77176777-1,Species,,:MPNS (Phyllopentas schimperi)
1456,81115-1,Picralima nitida,Picralima nitida,81115-1,Species,,:MPNS (Picralima nitida)
1457,760466-1,Pimentelia glomerata,Pimentelia glomerata,760466-1,Species,,:MPNS (Pimentelia glomerata)
1458,760472-1,Pinckneya pubens,Pinckneya pubens,760472-1,Species,,:MPNS (Pinckneya pubens)
1459,201723-2,Platycarpum schultesii,Platycarpum schultesii,201723-2,Species,,:MPNS (Platycarpum schultesii)
1460,81143-1,Pleiocarpa mutica,Pleiocarpa mutica,81143-1,Species,,:MPNS (Pleiocarpa mutica)
1461,81144-1,Pleiocarpa pycnantha,Pleiocarpa pycnantha,81144-1,Species,,:MPNS (Pleiocarpa pycnantha)
1462,81145-1,Pleiocarpa rostrata,Pleiocarpa rostrata,81145-1,Species,,:MPNS (Pleiocarpa rostrata)
1463,81155-1,Pleioceras barteri,Pleioceras barteri,81155-1,Species,,:MPNS (Pleioceras barteri)
1464,77080029-1,Plocama aucheri,Plocama aucheri,77080029-1,Species,,:MPNS (Plocama aucheri)
1465,81171-1,Plumeria alba,Plumeria alba,81171-1,Species,,:MPNS (Plumeria alba)
1466,81220-1,Plumeria inodora,Plumeria inodora,81220-1,Species,,:MPNS (Plumeria inodora)
1467,81256-1,Plumeria obtusa,Plumeria obtusa,81256-1,Species,,:MPNS (Plumeria obtusa)
1468,81275-1,Plumeria rubra,Plumeria rubra,81275-1,Species,,:MPNS (Plumeria rubra)
1469,204802-2,Pogonopus speciosus,Pogonopus speciosus,204802-2,Species,,:MPNS (Pogonopus speciosus)
1470,204805-2,Pogonopus tubulosus,Pogonopus tubulosus,204805-2,Species,,:MPNS (Pogonopus tubulosus)
1471,77169854-1,Polysphaeria lanceolata subsp. lanceolata,Polysphaeria lanceolata,760901-1,Subspecies,,:MPNS (Polysphaeria lanceolata subsp. lanceolata)
1472,760911-1,Polysphaeria parvifolia,Polysphaeria parvifolia,760911-1,Species,,:MPNS (Polysphaeria parvifolia)
1473,760943-1,Porterandia anisophylla,Porterandia anisophylla,760943-1,Species,,:MPNS (Porterandia anisophylla)
1474,1079607-2,Posoqueria latifolia,Posoqueria latifolia,1079607-2,Species,,:MPNS (Posoqueria latifolia)
1475,81319-1,Pottsia laxiflora,Pottsia laxiflora,81319-1,Species,,:MPNS (Pottsia laxiflora)
1476,761059-1,Pouchetia africana,Pouchetia africana,761059-1,Species,,:MPNS (Pouchetia africana)
1477,81326-1,Prestonia amazonica,Prestonia amazonica,81326-1,Species,,:MPNS (Prestonia amazonica)
1478,81387-1,Prestonia mollis,Prestonia mollis,81387-1,Species,,:MPNS (Prestonia mollis)
1479,761124-1,Prismatomeris albidiflora,Prismatomeris albidiflora,761124-1,Species,,:MPNS (Prismatomeris albidiflora)
1480,761137-1,Prismatomeris javanica,Prismatomeris javanica,761137-1,Species,,:MPNS (Prismatomeris javanica)
1481,77145806-1,Prismatomeris khoonmengiana,Prismatomeris khoonmengiana,77145806-1,Species,,:MPNS (Prismatomeris khoonmengiana)
1482,761152-1,Prismatomeris tetrandra,Prismatomeris tetrandra,761152-1,Species,,:MPNS (Prismatomeris tetrandra)
1483,953920-1,Prismatomeris tetrandra subsp. malayana,Prismatomeris tetrandra,761152-1,Subspecies,,:MPNS (Prismatomeris tetrandra subsp. malayana)
1484,761189-1,Pseudomussaenda flava,Pseudomussaenda flava,761189-1,Species,,:MPNS (Pseudomussaenda flava)
1485,761193-1,Pseudomussaenda stenocarpa,Pseudomussaenda stenocarpa,761193-1,Species,,:MPNS (Pseudomussaenda stenocarpa)
1486,761257-1,Psychotria adenophylla,Psychotria adenophylla,761257-1,Species,,:MPNS (Psychotria adenophylla)
1487,212398-2,Psychotria alba,Psychotria alba,212398-2,Species,,:MPNS (Psychotria alba)
1488,761334-1,Psychotria andamanica,Psychotria andamanica,761334-1,Species,,:MPNS (Psychotria andamanica)
1489,761342-1,Psychotria angulata,Psychotria angulata,761342-1,Species,,:MPNS (Psychotria angulata)
1490,761394-1,Psychotria articulata,Psychotria articulata,761394-1,Species,,:MPNS (Psychotria articulata)
1491,761402-1,Psychotria asiatica,Psychotria asiatica,761402-1,Species,,:MPNS (Psychotria asiatica)
1492,761424-1,Psychotria avenis,Psychotria avenis,761424-1,Species,,:MPNS (Psychotria avenis)
1493,761485-1,Psychotria bidentata,Psychotria bidentata,761485-1,Species,,:MPNS (Psychotria bidentata)
1494,761492-1,Psychotria bisulcata,Psychotria bisulcata,761492-1,Species,,:MPNS (Psychotria bisulcata)
1495,77159252-1,Psychotria borbonica,Psychotria borbonica,77159252-1,Species,,:MPNS (Psychotria borbonica)
1496,212532-2,Psychotria brachypoda,Psychotria brachypoda,212532-2,Species,,:MPNS (Psychotria brachypoda)
1497,761603-1,Psychotria calocarpa,Psychotria calocarpa,761603-1,Species,,:MPNS (Psychotria calocarpa)
1498,761609-1,Psychotria calva,Psychotria calva,761609-1,Species,,:MPNS (Psychotria calva)
1499,77214286-1,Psychotria calva var. calva,Psychotria calva,761609-1,Variety,,:MPNS (Psychotria calva var. calva)
1500,761613-1,Psychotria calycosa,Psychotria calycosa,761613-1,Species,,:MPNS (Psychotria calycosa)
1501,761631-1,Psychotria capensis,Psychotria capensis,761631-1,Species,,:MPNS (Psychotria capensis)
1502,761655-1,Psychotria carthagenensis,Psychotria carthagenensis,761655-1,Species,,:MPNS (Psychotria carthagenensis)
1503,761752-1,Psychotria confertiloba,Psychotria confertiloba,761752-1,Species,,:MPNS (Psychotria confertiloba)
1504,761758-1,Psychotria connata,Psychotria connata,761758-1,Species,,:MPNS (Psychotria connata)
1505,300601-2,Psychotria crassifolia,Psychotria crassifolia,300601-2,Species,,:MPNS (Psychotria crassifolia)
1506,761849-1,Psychotria dalzellii,Psychotria dalzellii,761849-1,Species,,:MPNS (Psychotria dalzellii)
1507,761872-1,Psychotria densinervia,Psychotria densinervia,761872-1,Species,,:MPNS (Psychotria densinervia)
1508,761873-1,Psychotria denticulata,Psychotria denticulata,761873-1,Species,,:MPNS (Psychotria denticulata)
1509,761906-1,Psychotria djumaensis,Psychotria djumaensis,761906-1,Species,,:MPNS (Psychotria djumaensis)
1510,77168643-1,Psychotria djumaensis var. djumaensis,Psychotria djumaensis,761906-1,Variety,,:MPNS (Psychotria djumaensis var. djumaensis)
1511,761968-1,Psychotria eminiana,Psychotria eminiana,761968-1,Species,,:MPNS (Psychotria eminiana)
1512,762027-1,Psychotria fernandopoensis,Psychotria fernandopoensis,762027-1,Species,,:MPNS (Psychotria fernandopoensis)
1513,762045-1,Psychotria flavida,Psychotria flavida,762045-1,Species,,:MPNS (Psychotria flavida)
1514,762094-1,Psychotria gabonica,Psychotria gabonica,762094-1,Species,,:MPNS (Psychotria gabonica)
1515,762115-1,Psychotria gilletii,Psychotria gilletii,762115-1,Species,,:MPNS (Psychotria gilletii)
1516,762119-1,Psychotria glabra,Psychotria glabra,762119-1,Species,,:MPNS (Psychotria glabra)
1517,762164-1,Psychotria griffithii,Psychotria griffithii,762164-1,Species,,:MPNS (Psychotria griffithii)
1518,60473461-2,Psychotria guianensis,Psychotria guianensis,60473461-2,Species,,:MPNS (Psychotria guianensis)
1519,762253-1,Psychotria horizontalis,Psychotria horizontalis,762253-1,Species,,:MPNS (Psychotria horizontalis)
1520,762287-1,Psychotria imthurnii,Psychotria imthurnii,762287-1,Species,,:MPNS (Psychotria imthurnii)
1521,762302-1,Psychotria insularum,Psychotria insularum,762302-1,Species,,:MPNS (Psychotria insularum)
1522,762386-1,Psychotria kuruvolii,Psychotria kuruvolii,762386-1,Species,,:MPNS (Psychotria kuruvolii)
1523,762388-1,Psychotria laciniata,Psychotria laciniata,762388-1,Species,,:MPNS (Psychotria laciniata)
1524,762421-1,Psychotria latistipula,Psychotria latistipula,762421-1,Species,,:MPNS (Psychotria latistipula)
